scholar_indx,name,grade,parents,spouse,siblings,children,birth_date_place,places_of_stay,death_date_place,teachers,students,area_of_interest,tags,books,students_inds,teachers_inds,birth_place,birth_date,birth_date_hijri,birth_date_gregorian,death_date_hijri,death_date_gregorian,death_place,death_reason
329,'Amir ibn al-Akwa' ( عامر بن الأكوع ( رضي الله عنه,Comp.(RA),('Amr bin) al-Akwa(Sinan) b. 'Abdullah,NA,Salma ibn al-Akwa [237],NA,NA,"Makkah, Medinah",7 AH (Khybar)[ Martyred(Khybar) ],"Muhammad (saw) [1] ,",NA,"Recitation/Quran, Art/Poetry","Khuza'a [Khuza'a] , Aslam [Aslam] , Ridhwan [Ridhwan] , Khybar [Khybar]",NA,NA,1,NA,NA,NA,NA,7,NA,"Khybar, Khybar",Martyred
330,Thabit bin Khalid bin al-Nu'man ( ثابت بن خالد بن النعمان ( رضي الله عنه,Comp.(RA),Khalid bin al-Nu'man,Adam bint 'Amr bin Ma'uwiyya of B.Murra,NA,"Dubayya bint Thabit bin Khalid [1289] , Ruqayya bint Thabit bin Khalid [1271]",(Medinah),Medina,4 AH/626 CE or 12 AH (Medina)[ Martyred(B'ir Muna) ],"Muhammad (saw) [1] ,",NA,Recitation/Quran,"Ansar [Ansar] , Khazraj [Khazraj] , B.Malik B.al-Najjar [B.Malik%20B.al-Najjar] , Badr [Badr] , Uhud [Uhud]",NA,NA,1,Medinah,[],NA,NA,4,626,"Medina, B'ir Muna",Martyred
331,'Umara bin Hazm ibn Zayd ( عمارة بن حزم بن زيد ( رضي الله عنه,Comp.(RA),Hazm ibn Zayd / Khalida bint Anas of B. Sa'ida,al-Nuwwar bint Malik bin Sirma [1350],"'Amra bint Hazm ibn Zayd [215] , 'Amr bin Hazm ibn Zayd [1206] , Ma'mar bin Hazm ibn Zayd [1207]",Malik bin 'Umara bin Hazm [1208],(Medinah),Medina,12 AH/634 CE (Hijaz)[ Martyred(Yamama) ],"Muhammad (saw) [1] ,",NA,Recitation/Quran,"Ansar [Ansar] , Khazraj [Khazraj] , B.Malik B.al-Najjar [B.Malik%20B.al-Najjar] , Aqaba 2 [Aqaba%202] , Badr [Badr] , Uhud [Uhud] , Khandaq [Khandaq]",NA,NA,1,Medinah,[],NA,NA,12,634,"Hijaz, Yamama",Martyred
332,Suraqa bin Ka'b bin 'Amr ( سراقة بن كعب بن عمرو ( رضي الله عنه,Comp.(RA),Ka'b bin 'Amr b. 'Abdul 'Uzza / 'Amira bint al-Nu'man of B.Ady B.al-Najjar,"Umm Zayd bint al-Sakan bin 'Utba [1657] , Umm Walad",NA,"Zayd bin Suraqa bin Ka'b bin 'Amr [1214] , Sa'di (Umm Hakeem), Na'ila",(Medinah),Medina,~50 AH/670 CE (Medina)[ Natural ],"Muhammad (saw) [1] ,",NA,Recitation/Quran,"Ansar [Ansar] , Khazraj [Khazraj] , B.Malik B.al-Najjar [B.Malik%20B.al-Najjar] , Badr [Badr] , Uhud [Uhud] , Khandaq [Khandaq]",NA,NA,1,Medinah,[],NA,NA,50,670,Medina,Natural
333,Haritha bin al-Nu'man ( حارثة بن النعمان بن نفع ( رضي الله عنه,Comp.(RA),al-Nu'man bin Nafi' b. Zayd / Ja'da bint 'Ubayd b. Tha'laba [615],"Umm Khalid bint Khalid [1274] , A woman from B.'Abdullah b.Ghatafan, A woman from B.Junda'",NA,"'Abdullah bin Haritha bin al-Nu'man [1231] , 'Abdur Rahman bin Haritha bin al-Nu'man [1232] , Sawda bint Haritha bin al-Nu'man [1257] , 'Amra bint Haritha bin al-Nu'man [1258] , Umm Hisham bint Haritha bin al-Nu'man [1259] , Umm Kultum, Amatallah",(Medina),Medina,~40 AH (Medina)[ Natural ],"Muhammad (saw) [1] ,",NA,"Recitation/Quran, Narrator","Ansar [Ansar] , Khazraj [Khazraj] , B.Malik B.al-Najjar [B.Malik%20B.al-Najjar] , Badr [Badr] , Uhud [Uhud] , Khandaq [Khandaq]",NA,NA,1,Medina,[],NA,NA,40,NA,Medina,Natural
334,Sulaym bin Qays bin Qahd ( سليم بن قيس بن قهد ( رضي الله عنه,Comp.(RA),Qays bin Qahd [1219] / Umm Sulaym bint Khalid [1270],NA,"Sa'id bin Qays, Khawla bint Qays bin Qahd [1261]",NA,(Medinah),Medinah,~20 AH (Medinah)[ Natural ],"Muhammad (saw) [1] ,",NA,Recitation/Quran,"Ansar [Ansar] , Khazraj [Khazraj] , B.Malik B.al-Najjar [B.Malik%20B.al-Najjar] , Badr [Badr] , Uhud [Uhud] , khandaq [khandaq]",NA,NA,1,Medinah,[],NA,NA,20,NA,Medinah,Natural
335,Suhayl bin Rafi' ( سهيل بن رافع بن أبي عمرو ( رضي الله عنه,Comp.(RA),Rafi' b. 'Abd 'Amr b. 'A'idh / Rughayba bint Sahl bin Tha'laba [1262],NA,"Sahl bin Rafi' [339] , Su'ad bint Rafi' bin 'Abd 'Amr [1273]",NA,(Medinah),Medinah,~20 AH (Medinah)[ Natural ],"Muhammad (saw) [1] ,",NA,Recitation/Quran,"Ansar [Ansar] , Khazraj [Khazraj] , B.Malik B.al-Najjar [B.Malik%20B.al-Najjar] , Badr [Badr] , Uhud [Uhud] , khandaq [khandaq]",NA,NA,1,Medinah,[],NA,NA,20,NA,Medinah,Natural
336,Mas'ud bin Aws bin Zayd ( مسعود بن أوس بن زيد ( رضي الله عنه,Comp.(RA) [1st Generation],Aws bin Zayd / 'Amra bint Mas'ud #2 [1281],Habiba bint Aslam bin Haris of B.Haritha,Abu Khuzayma bin Aws bin Zayd [337],"Sa'd, Umm 'Amr",(Medinah),Medinah,~20 AH (Medinah)[ Natural ],"Muhammad (saw) [1] ,",NA,Recitation/Quran,"Ansar [Ansar] , Khazraj [Khazraj] , B.Malik B.al-Najjar [B.Malik%20B.al-Najjar] , Badr [Badr] , Uhud [Uhud] , Khandaq [Khandaq]",NA,NA,1,Medinah,[],NA,NA,20,NA,Medinah,Natural
337,Abu Khuzayma bin Aws bin Zayd ( أبو خزيمة بن أوس بن زيد ( رضي الله عنه,Comp.(RA),Aws bin Zayd / 'Amra bint Mas'ud #2 [1281],NA,Mas'ud bin Aws bin Zayd [336],NA,(Medina),Medina,~30 AH (Medina)[ Natural ],"Muhammad (saw) [1] ,",NA,Recitation/Quran,"Ansar [Ansar] , Khazraj [Khazraj] , B.Malik B.al-Najjar [B.Malik%20B.al-Najjar] , Badr [Badr] , Uhud [Uhud] , Khandaq [Khandaq]",NA,NA,1,Medina,[],NA,NA,30,NA,Medina,Natural
338,Rafi' bin al-Harith bin Sawad ( رافع بن الحارث بن سواد ( رضي الله عنه,Comp.(RA),al-Harith bin Sawad b. Zayd,NA,NA,al-Harith,(Medina),Medina,~30 AH (Medina)[ Natural ],"Muhammad (saw) [1] ,",NA,Recitation/Quran,"Ansar [Ansar] , Khazraj [Khazraj] , B.Malik B.al-Najjar [B.Malik%20B.al-Najjar] , Badr [Badr] , Uhud [Uhud] , Khandaq [Khandaq]",NA,NA,1,Medina,[],NA,NA,30,NA,Medina,Natural
339,Sahl bin Rafi' ( سهل بن رافع بن أبي عمرو ( رضي الله عنه,Comp.(RA),Rafi' b. 'Abd 'Amr b. 'A'idh / Rughayba bint Sahl bin Tha'laba [1262],NA,"Suhayl bin Rafi' [335] , Su'ad bint Rafi' bin 'Abd 'Amr [1273]",NA,(Medinah),Medinah,~20 AH (Medinah)[ Natural ],"Muhammad (saw) [1] ,",NA,Recitation/Quran,"Ansar [Ansar] , Khazraj [Khazraj] , B.Malik B.al-Najjar [B.Malik%20B.al-Najjar] , Uhud [Uhud] , khandaq [khandaq]",NA,NA,1,Medinah,[],NA,NA,20,NA,Medinah,Natural
340,al-Nu'man bin 'Amr bin Rifa'a ( النعمان بن عمرو بن رفاعة ( رضي الله عنه,Comp.(RA),'Amr bin Rifa'a b. al-Harith / Fatima bint 'Amr of B.Mazin,"Umm Walad(s), A woman from B.Sahm",NA,"Muhammad, 'Amir, Sabra, Lubaba, Kabsha, Maryam, Umm Habib, Ammatullah, Hakima",(Medina),Medina,~50 AH (Medina)[ Natural ],"Muhammad (saw) [1] ,",NA,Recitation/Quran,"Ansar [Ansar] , Khazraj [Khazraj] , B.Malik B.al-Najjar [B.Malik%20B.al-Najjar] , Badr [Badr] , Uhud [Uhud] , Khandaq [Khandaq]",NA,NA,1,Medina,[],NA,NA,50,NA,Medina,Natural
341,'Amir bin Mukhallad ( عامر بن مخلد بن الحارث ( رضي الله عنه,Comp.(RA),Mukhallad b. al-Harith b. Sawad / 'Umara bint Khansa' of B.Malik B.al-Najjar,NA,NA,NA,(Medina),Medina,"3 AH/625 CE (Hijaz, Uhud)[ Martyred(Uhud) ]","Muhammad (saw) [1] ,",NA,Recitation/Quran,"Ansar [Ansar] , Khazraj [Khazraj] , B.Malik B.al-Najjar [B.Malik%20B.al-Najjar] , Badr [Badr] , Uhud [Uhud]",NA,NA,1,Medina,[],NA,NA,3,625,"Hijaz, Uhud, Uhud",Martyred
342,'Abdullah bin Qays ( عبد الله بن قيس بن خلدة ( رضي الله عنه,Comp.(RA),Qays (b. Khalid) b. Khalada,"Su'ad bin Qays bin Mukhallad of B.Malik B.al-Najjar, Unknown",NA,"'Abdur Rahman, 'Amira, Umm 'Awn",(Medina),Medina,"3 AH/625 CE (Hijaz, Uhud)[ Martyred(Uhud) ]","Muhammad (saw) [1] ,",NA,Recitation/Quran,"Ansar [Ansar] , Khazraj [Khazraj] , B.Malik B.al-Najjar [B.Malik%20B.al-Najjar] , Badr [Badr] , Uhud [Uhud]",NA,NA,1,Medina,[],NA,NA,3,625,"Hijaz, Uhud, Uhud",Martyred
343,Thabit bin 'Amr bin Zayd ( ثابت بن عمرو بن زيد ( رضي الله عنه,Comp.(RA),'Amr bin Zayd b. 'Ady / Fatima bint 'Amr of B.Mazin,NA,NA,NA,(Medina),Medina,"3 AH/625 CE (Hijaz, Uhud)[ Martyred(Uhud) ]","Muhammad (saw) [1] ,",NA,Recitation/Quran,"Ansar [Ansar] , Khazraj [Khazraj] , B.Malik B.al-Najjar [B.Malik%20B.al-Najjar] , Badr [Badr] , Uhud [Uhud]",NA,NA,1,Medina,[],NA,NA,3,625,"Hijaz, Uhud, Uhud",Martyred
344,Rabi'a bin 'Amr ( ربيعة بن عمرو ( رضي الله عنه,Comp.(RA),NA,NA,Wadi'a bin 'Amr [346],NA,(Medina),Medina,(Medina)[ Natural ],"Muhammad (saw) [1] ,",NA,Recitation/Quran,"Ansar [Ansar] , B.Juhayna [B.Juhayna] , Ally B.Malik B.al-Najjar [Ally%20B.Malik%20B.al-Najjar]",NA,NA,1,Medina,[],NA,NA,NA,NA,Medina,Natural
345,'Adi bin al-Zaghba' ( عدي بن أبي الزغباء الجهني ( رضي الله عنه,Comp.(RA),NA,NA,NA,NA,(Medina),Medina,~20 AH (Medina)[ Natural ],"Muhammad (saw) [1] ,",NA,Recitation/Quran,"Ansar [Ansar] , B.Juhayna [B.Juhayna] , Ally B.Malik B.al-Najjar [Ally%20B.Malik%20B.al-Najjar] , Badr [Badr] , Uhud [Uhud] , Khandaq [Khandaq]",NA,NA,1,Medina,[],NA,NA,20,NA,Medina,Natural
346,Wadi'a bin 'Amr ( وديعة/رفاعة بن عمر ( رضي الله عنه,Comp.(RA),NA,NA,Rabi'a bin 'Amr [344],NA,(Medina),Medina,(Medina)[ Natural ],"Muhammad (saw) [1] ,",NA,Recitation/Quran,"Ansar [Ansar] , B.Juhayna [B.Juhayna] , Ally B.Malik B.al-Najjar [Ally%20B.Malik%20B.al-Najjar] , Badr [Badr] , Uhud [Uhud]",NA,NA,1,Medina,[],NA,NA,NA,NA,Medina,Natural
347,'Usayma ( عصيمة الأشجعي حليف بني النجار ( رضي الله عنه,Comp.(RA),NA,NA,NA,NA,(Medina),Medina,~50 AH (Medina)[ Natural ],"Muhammad (saw) [1] ,",NA,Recitation/Quran,"Ansar [Ansar] , B.Ashja' [B.Ashja'] , Ally B.Malik B.al-Najjar [Ally%20B.Malik%20B.al-Najjar] , Badr [Badr] , Uhud [Uhud] , Khandaq [Khandaq]",NA,NA,1,Medina,[],NA,NA,50,NA,Medina,Natural
348,Abu al-Hamra ( أبو الحمراء مولى الحارث بن رفاعة ( رضي الله عنه,Comp.(RA),NA,NA,NA,NA,(Medina),Medina,(Medina)[ Natural ],"Muhammad (saw) [1] ,",NA,Recitation/Quran,"Ansar [Ansar] , Ally B.Malik B.al-Najjar [Ally%20B.Malik%20B.al-Najjar] , Badr [Badr] , Uhud [Uhud]",NA,NA,1,Medina,[],NA,NA,NA,NA,Medina,Natural
349,Ubbay bin Mua'dh bin Anas ( أبي بن معاذ بن أنس ( رضي الله عنه,Comp.(RA),Mua'dh bin Anas b. Qays / Umm Annas bin Khalid B.Sa'ida,NA,Anas bin Mua'dh bin Anas [350],NA,(Medina),Medina,4 AH/626 CE (Hijaz)[ Martyred(Bi'r Mu'na) ],"Muhammad (saw) [1] ,",NA,Recitation/Quran,"Ansar [Ansar] , Khazraj [Khazraj] , B.Malik B.al-Najjar [B.Malik%20B.al-Najjar] , B.Hudayla [B.Hudayla] , Uhud [Uhud]",NA,NA,1,Medina,[],NA,NA,4,626,"Hijaz, Bi'r Mu'na",Martyred
350,Anas bin Mua'dh bin Anas ( أنس بن معاذ بن أنس ( رضي الله عنه,Comp.(RA),Mua'dh bin Anas b. Qays / Umm Annas bin Khalid B.Sa'ida,NA,Ubbay bin Mua'dh bin Anas [349],NA,(Medina),Medina,4 AH/626 CE (Hijaz)[ Martyred(Bi'r Mu'na) ],"Muhammad (saw) [1] ,",NA,Recitation/Quran,"Ansar [Ansar] , Khazraj [Khazraj] , B.Malik B.al-Najjar [B.Malik%20B.al-Najjar] , B.Hudayla [B.Hudayla] , Badr [Badr] , Uhud [Uhud]",NA,NA,1,Medina,[],NA,NA,4,626,"Hijaz, Bi'r Mu'na",Martyred
351,Aus bin Thabit ( أوس بن ثابت بن المنذر ( رضي الله عنه,Comp.(RA),Thabit b. al-Mandhur [1243] / Sukhta bint Haritha of B.Sa'ida,NA,"Hassan ibn Thabit [452] , Abu Shaykh bin Thabit [352] , 'Abdur Rahman bin Thabit [1244] , Kabsha bint bint Thabit [1268] , Lubna bint bint Thabit [1269] , Layla bint bint Thabit [1245] , Fari'a bint bint Thabit [1246] , Khawla bint Thabit [1247]",Shadad bin Aus bin Thabit [389],(Medina),Medina,35 AH (Medina)[ Natural ],"Muhammad (saw) [1] ,",NA,Recitation/Quran,"Ansar [Ansar] , Khazraj [Khazraj] , B.Malik B.al-Najjar [B.Malik%20B.al-Najjar] , B.Maghala [B.Maghala] , Aqaba 2 [Aqaba%202] , Badr [Badr] , Uhud [Uhud] , Khandaq [Khandaq]",NA,NA,1,Medina,[],NA,NA,35,NA,Medina,Natural
352,"Abu Shaykh bin Thabit ( أبو شيخ , أبي بن ثابت ( رضي الله عنه",Comp.(RA),"Thabit b. al-Mandhur [1243] / 'Amra bint Mas'ud #3 [1282] , or, Sukhta bint Haritha of B.Sa'ida",NA,"Hassan ibn Thabit [452] , Aus bin Thabit [351] , 'Abdur Rahman bin Thabit [1244] , Kabsha bint bint Thabit [1268] , Lubna bint bint Thabit [1269] , Layla bint bint Thabit [1245] , Fari'a bint bint Thabit [1246] , Khawla bint Thabit [1247]",NA,(Medinah),Medinah,4 AH/626 CE (Hijaz)[ Martyred(Bi'r Mu'na) ],"Muhammad (saw) [1] ,",NA,Recitation/Quran,"Ansar [Ansar] , Khazraj [Khazraj] , B.Malik B.al-Najjar [B.Malik%20B.al-Najjar] , B.Maghala [B.Maghala] , Badr [Badr] , Uhud [Uhud]",NA,NA,1,Medinah,[],NA,NA,4,626,"Hijaz, Bi'r Mu'na",Martyred
353,'Asma bin al-Husain bin Wabara ( عصمة بن الحصين بن وبرة ( رضي الله عنه,Comp.(RA),al-Husain bin Wabara,NA,NA,"'Afra, Asma'",(Medinah),Medinah,(Medina)[ Natural ],"Muhammad (saw) [1] ,",NA,Recitation/Quran,"Ansar [Ansar] , Khazraj [Khazraj] , B.'Auf B.al-Khazraj [B.'Auf%20B.al-Khazraj] , B.Qauqal [B.Qauqal] , Badr [Badr] , Uhud [Uhud]",NA,NA,1,Medinah,[],NA,NA,NA,NA,Medina,Natural
354,Bujayr bin Abi Bujayr ( بجير بن أبي بجير العبسي ( رضي الله عنه,Comp.(RA) [3rd Generation],NA,NA,NA,NA,(Medina),Medina,(Medina)[ Natural ],"Muhammad (saw) [1] , 'Abdullah bin 'Amr bin al-'Aas [29]",إسماعيل بن أمية روى له أبو داود حديثا,Recitation/Quran,"Ansar [Ansar] , Bali [Bali] , B.Ghatafan [B.Ghatafan] , B.Juhayna [B.Juhayna] , Ally B.Dinar B.al-Najjar [Ally%20B.Dinar%20B.al-Najjar] , Badr [Badr] , Uhud [Uhud]",NA,NA,"1, 29",Medina,[],NA,NA,NA,NA,Medina,Natural
355,Tha'laba bin 'Amr bin Mihsan ( ثعلبة بن عمرو بن محصن ( رضي الله عنه,Comp.(RA) [1st Generation],'Amr bin Mihsan b. 'Amr b. 'Atik / Kabsha bint bint Thabit [1268],Kabsha bint Malik bin Qays [1375],"Abu 'Amra bin 'Amr bin Mihsan [359] , Duba'a bint 'Amr bin Mihsan [1284] , Abu 'Ubayda bin 'Amr bin Mihsan [1240] , Habib bin 'Amr bin Mihsan [1241] , 'Ubada bin 'Amr bin Mihsan [1242]",Umm Thabit bint Tha'laba bin 'Amr [1285],(Medina),Medina,15 AH/637 CE (Iran)[ Martyred(Jasr) ],"Muhammad (saw) [1] ,",احدا في السرقة,"Recitation/Quran, Narrator [ ق  -  صحابي ]","Ansar [Ansar] , Khazraj [Khazraj] , B.Malik B.al-Najjar [B.Malik%20B.al-Najjar] , B.Mabdhul [B.Mabdhul] , Badr [Badr] , Uhud [Uhud] , Khandaq [Khandaq]",NA,NA,1,Medina,[],NA,NA,15,637,"Iran, Jasr",Martyred
356,al-Harith bin al-Samma ( الحارث بن الصمة بن عمرو ( رضي الله عنه,Comp.(RA),'Amr bin Mihsan b. 'Amr b. 'Atik / Kabsha bint bint Thabit [1268],"Khawla bint 'Uqba b. Rafi [1863] , 'Utayla bint Qays bin 'Ubaid",NA,"Sa'd bin al-Harith bin al-Samma [1233] , Abu al-Jaheem bin al-Harith bin al-Samma [1234]",(Medina),Medina,4 AH/626 CE (Hijaz)[ Martyred(Bi'r Mu'na) ],"Muhammad (saw) [1] ,",NA,Recitation/Quran,"Ansar [Ansar] , Khazraj [Khazraj] , B.Malik B.al-Najjar [B.Malik%20B.al-Najjar] , B.Mabdhul [B.Mabdhul] , Badr [Badr] , Uhud [Uhud]",NA,NA,1,Medina,[],NA,NA,4,626,"Hijaz, Bi'r Mu'na",Martyred
357,Sahl bin 'Atik ( سهل بن عتيك بن النعمان ( رضي الله عنه,Comp.(RA),'Atik b. al-Nu'man b. 'Amr / Jamila bint 'alqama bin 'Amr,Umayma bint 'Uqba [1966],"Abu Akhzam/Ahzam bin 'Atik [358] , Thabit bin 'Atik [1215]",Umm Sahl bint Sahl bin 'Atik [1286],(Medina),Medina,(Medina)[ Natural ],"Muhammad (saw) [1] ,",NA,Recitation/Quran,"Ansar [Ansar] , Khazraj [Khazraj] , B.Malik B.al-Najjar [B.Malik%20B.al-Najjar] , B.Mabdhul [B.Mabdhul] , Aqaba 2 [Aqaba%202] , Badr [Badr] , Uhud [Uhud]",NA,NA,1,Medina,[],NA,NA,NA,NA,Medina,Natural
358,"Abu Akhzam/Ahzam bin 'Atik (  أبو أخزم , الحارث بن عتيك بن النعمان ( رضي الله عنه",Comp.(RA),'Atik b. al-Nu'man b. 'Amr / Jamila bint 'alqama bin 'Amr,NA,"Sahl bin 'Atik [357] , Thabit bin 'Atik [1215]","Umm Jamil bint al-Harith bin 'Atik [1288] , 'Atik bin al-Harith bin 'Atik [1237]",(Medina),Medina,15 AH/637 CE (Iran)[ Martyred(Jasr) ],"Muhammad (saw) [1] ,",NA,Recitation/Quran,"Ansar [Ansar] , Khazraj [Khazraj] , B.Malik B.al-Najjar [B.Malik%20B.al-Najjar] , B.Mabdhul [B.Mabdhul] , Uhud [Uhud] , Khandaq [Khandaq]",NA,NA,1,Medina,[],NA,NA,15,637,"Iran, Jasr",Martyred
359,Abu 'Amra bin 'Amr bin Mihsan ( أبو عمرة الأنصاري النجاري ( رضي الله عنه,Comp.(RA) [1st Generation],'Amr bin Mishsan b. 'Amr b. 'Atik / Kabsha bint bint Thabit [1268],Hind bint al-Muqawwim [542],"Tha'laba bin 'Amr bin Mihsan [355] , Duba'a bint 'Amr bin Mihsan [1284] , Abu 'Ubayda bin 'Amr bin Mihsan [1240] , Habib bin 'Amr bin Mihsan [1241] , 'Ubada bin 'Amr bin Mihsan [1242]","'Abdur Rahman bin Abi 'Amra [1238] , 'Abdullah bin Abi 'Amra [1239]",(Medina),Medina,36 AH/656 CE (Siffin)[ Killed(Siffin) ],"Muhammad (saw) [1] ,",'Abdur Rahman bin Abi 'Amra [1238],"Recitation/Quran, Narrator [ س  -  صحابي ]","Ansar [Ansar] , Khazraj [Khazraj] , B.Malik B.al-Najjar [B.Malik%20B.al-Najjar] , B.Mabdhul [B.Mabdhul] , Badr [Badr] , Uhud [Uhud] , Khandaq [Khandaq]",NA,1238,1,Medina,[],NA,NA,36,656,"Siffin, Siffin",NA
360,Haritha bin Suraqa ( حارثة بن سراقة بن الحارث الأنصاري ( رضي الله عنه,Comp.(RA),Suraqa b. al-Harith / al-Rubbayi' bint al-Nadr [1360],NA,"al-Harith bin Suraqa [1330] , Umm 'Ubayd bint Suraqa [1351] , Umm 'Ubays bint Suraqa [1364]",NA,(Medinah),Medina,2 AH/624 CE (Hijaz)[ Martyred(Badr) ],"Muhammad (saw) [1] ,",NA,Recitation/Quran,"Ansar [Ansar] , Khazraj [Khazraj] , B.'Ady B.al-Najjar [B.'Ady%20B.al-Najjar] , Badr [Badr]",NA,NA,1,Medinah,[],NA,NA,2,624,"Hijaz, Badr",Martyred
361,'Amr bin Tha'laba ( عمرو بن ثعلبة بن وهب الأنصاري ( رضي الله عنه,Comp.(RA),Tha'laba bin Wahb / Umm Hakim bint al-Nadr [1361],NA,"'Abdur Rahman, Umm Hakim(Sahla)","Hakim, 'Abdur Rahman",(Medinah),Medina,(Medina)[ Natural ],"Muhammad (saw) [1] ,",NA,Recitation/Quran,"Ansar [Ansar] , Khazraj [Khazraj] , B.'Ady B.al-Najjar [B.'Ady%20B.al-Najjar] , Badr [Badr]",NA,NA,1,Medinah,[],NA,NA,NA,NA,Medina,Natural
362,Muhriz bin 'Amir bin Malik ( محرز بن عامر بن مالك ( رضي الله عنه,Comp.(RA),'Amir bin Malik b. 'Ady / Sa'di bint Kuthayma of B.al-Salm of Aus,Umm Sahl bint 'Amr bin Qays [1353],Salma,"Asma' bint Muhriz bin 'Amir [1358] , Khultum bint Muhriz bin 'Amir [1359]",(Medinah),Medinah,3 AH/625 CE (Medinah)[ Natural ],"Muhammad (saw) [1] ,",NA,Recitation/Quran,"Ansar [Ansar] , Khazraj [Khazraj] , B.'Ady B.al-Najjar [B.'Ady%20B.al-Najjar] , Badr [Badr] , Uhud [Uhud]",NA,NA,1,Medinah,[],NA,NA,3,625,Medinah,Natural
363,Salit bin Qays bin 'Amr ( سليط بن قيس بن عمرو ( رضي الله عنه,Comp.(RA),Qays bin 'Amr bin 'Ubaid / Zaghiba bint Zurara [1251],Sakhila bint al-Samma of B.Malik B.al-Najjar,"Umm al-Mundhir bint Qays bin 'Amr [1354] , Umm Sulaym bint Qays bin 'Amr [1355] , 'Amira bint Qays bin 'Amr [1356] , al-Mundhir bin Qays bin 'Amr [1333]",Thubayta bint Salit bin Qays [1357],(Medinah),Medinah,14 AH/636 CE (Iran)[ Martyred(Jasr) ],"Muhammad (saw) [1] ,",NA,Recitation/Quran,"Ansar [Ansar] , Khazraj [Khazraj] , B.'Ady B.al-Najjar [B.'Ady%20B.al-Najjar] , Badr [Badr] , Uhud [Uhud] , Khandaq [Khandaq]",NA,NA,1,Medinah,[],NA,NA,14,636,"Iran, Jasr",Martyred
364,"Abu Salit bin 'Amr bin Qays ( أبو سليط , أسيرة بن عمرو ( رضي الله عنه",Comp.(RA),'Amr(Abu Kharija) bin Qays b. Malik / Amina bint Aws of Bali,'Amra bint Hiyya bin Damra,"Umm Sahl bint 'Amr bin Qays [1353] , Unaysa bint 'Amr bin Qays [1352]","'Abdullah, Fadala",(Medinah),Medinah,(Medinah)[ Natural ],"Muhammad (saw) [1] ,",NA,Recitation/Quran,"Ansar [Ansar] , Khazraj [Khazraj] , B.'Ady B.al-Najjar [B.'Ady%20B.al-Najjar] , Badr [Badr] , Uhud [Uhud]",NA,NA,1,Medinah,[],NA,NA,NA,NA,Medinah,Natural
365,'Amir bin Umayya bin Zayd ( عامر بن أمية بن زيد ( رضي الله عنه,Comp.(RA),Umayya bin Zayd b. al-Hashas,A woman from Bahra,NA,Hisham bin 'Amir bin Umayya [1331],(Medinah),Medinah,"3 AH/625 CE (Hijaz, Uhud)[ Martyred(Uhud) ]","Muhammad (saw) [1] ,",NA,Recitation/Quran,"Ansar [Ansar] , Khazraj [Khazraj] , B.'Ady B.al-Najjar [B.'Ady%20B.al-Najjar] , Badr [Badr] , Uhud [Uhud]",NA,NA,1,Medinah,[],NA,NA,3,625,"Hijaz, Uhud, Uhud",Martyred
366,Thabit bin Khansa' ( ثابت بن خنساء بن عمرو ( رضي الله عنه,Comp.(RA),Khansa' b.'Amr b. Malik,NA,NA,Umm Thabit bint Thabit,(Medinah),Medinah,(Medina)[ Natural ],"Muhammad (saw) [1] ,",NA,Recitation/Quran,"Ansar [Ansar] , Khazraj [Khazraj] , B.'Ady B.al-Najjar [B.'Ady%20B.al-Najjar] , Badr [Badr] , Uhud [Uhud]",NA,NA,1,Medinah,[],NA,NA,NA,NA,Medina,Natural
367,Qays bin al-Sakan bin Qays ( قيس بن السكن بن قيس ( رضي الله عنه,Comp.(RA),NA,Umm Khawla bint Sufyan bin Qays,NA,"Khawla bint Qays bin al-Sakan [1363] , Zayd, Ishaq",(Medinah),Medinah,14 AH/636 CE (Iran)[ Martyred(Jasr) ],"Muhammad (saw) [1] ,",NA,"Recitation/Quran, Narrator","Ansar [Ansar] , Khazraj [Khazraj] , B.'Ady B.al-Najjar [B.'Ady%20B.al-Najjar] , Badr [Badr] , Uhud [Uhud] , Khandaq [Khandaq]",NA,NA,1,Medinah,[],NA,NA,14,636,"Iran, Jasr",Martyred
368,"Abu'l-Awwar (bin al-Harith) bin Zalim ( أبو الأعور , كعب بن الحارث بن ظالم ( رضي الله عنه",Comp.(RA),(al-Harith b.) Zalim b. 'Abs / Umm Niyar bint Iyyas of Bali,NA,Niyar (bin al-Harith) bin Zalim [1338],NA,(Medinah),Medinah,(Medina)[ Natural ],"Muhammad (saw) [1] ,",NA,Recitation/Quran,"Ansar [Ansar] , Khazraj [Khazraj] , B.'Ady B.al-Najjar [B.'Ady%20B.al-Najjar] , Badr [Badr] , Uhud [Uhud]",NA,NA,1,Medinah,[],NA,NA,NA,NA,Medina,Natural
369,Sawad/Sawwad bin Ghaziya ( سواد بن غزية الأنصاري ( رضي الله عنه,Comp.(RA),Ghaziya bin Wahb/Uhaib,NA,NA,NA,(Medinah),Medinah,(Medina)[ Natural ],"Muhammad (saw) [1] ,",NA,Recitation/Quran,"Ansar [Ansar] , Bali [Bali] , Quda'a [Quda'a] , Ally B.'Ady B.al-Najjar [Ally%20B.'Ady%20B.al-Najjar] , Badr [Badr] , Uhud [Uhud] , Khandaq [Khandaq]",NA,NA,1,Medinah,[],NA,NA,NA,NA,Medina,Natural
